排名,排名变化,全名_中文,全名_英文,年龄,出生地_中文,出生地_英文,性别,照片,公司名称_中文,公司名称_英文,公司总部地_中文,公司总部地_英文,所在行业_中文,所在行业_英文,组织结构,财富值_人民币_亿,财富值变化,财富值_美元,年份
1399,-172,王张兴,Wang Zhangxing,54,中国-浙江-绍兴,China-Zhejiang-Shaoxing,先生,https://res.hurun.cn/default/icon_men.jpg,城市地产,City,中国-上海-浦东,China-Shanghai-Pudong,房地产、投资,"Real estate, Investments",未知,50.0,11%,780.0,2021-10-27
1399,-407,吴小平,Wu Xiaoping,59,,,先生,https://res.hurun.cn/default/icon_men.jpg,赛伍技术,Cybrid,中国-江苏-苏州,China-Jiangsu-Suzhou,高分子材料,Polymer materials,夫妇,50.0,-14%,780.0,2021-10-27
1399,-625,徐雄,Xu Xiong,49,,,先生,https://res.hurun.cn/default/icon_men.jpg,东方时尚,Eastern Pioneer,中国-北京,China-Beijing,驾校,Driving School,未知,50.0,-33%,780.0,2021-10-27
1399,New,徐秀贤,Xu Xiuxian,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,汇通达,Huitongda,中国-江苏-南京,China-Jiangsu-Nanjing,互联网服务,Internet Services,未知,50.0,New,780.0,2021-10-27
1399,-197,虞阿五,Yu Awu,81,中国-浙江-绍兴,China-Zhejiang-Shaoxing,先生,https://res.hurun.cn/default/icon_men.jpg,日月首饰,Sun & Moon ,中国-浙江-绍兴,China-Zhejiang-Shaoxing,首饰、房地产、金融,"Jewelry, real estate, finance",父子,50.0,6%,780.0,2021-10-27
1399,-296,袁凯飞,Yuan Kaifei,69,中国-江苏-泰州,China - Jiangsu - Taizhou,先生,https://res.hurun.cn/default/icon_men.jpg,新世纪造船,Newcentury Shipbuilding,中国-江苏-泰州,China-Jiangsu-Taizhou,造船,Shipbuilding ,未知,50.0,-4%,780.0,2021-10-27
1399,-278,张观福,Zhang Guanfu,56,中国-贵州-黔南,China - Guizhou - Minnan,先生,https://res.hurun.cn/default/icon_men.jpg,信邦制药,Xinbang,中国-贵州-贵阳,China-Guizhou-Guiyang,医药,Medicine,未知,50.0,0%,780.0,2021-10-27
1399,-286,张文荣,Zhang Wenrong,56,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.cn/default/icon_men.jpg,亚龙,Yalong ,中国-上海-黄浦,China-Shanghai-Huangpu,电缆、房地产,"Cable, real estate",家族,50.0,-2%,780.0,2021-10-27
1399,New,张勇,Zhang Yong,60,,,先生,https://res.hurun.cn/default/icon_men.jpg,恩捷股份,Energy New Material,中国-云南-玉溪,China-Yunnan-Yuxi,包装盒生产,Packaging Production,未知,50.0,New,780.0,2021-10-27
1399,-94,张泽民,Zhang Zemin,58,,,先生,https://res.hurun.cn/default/icon_men.jpg,星期六,ST&SAT,中国-广东-佛山,China-Guangdong-Foshan,鞋业,E-Commerce,夫妇,50.0,16%,780.0,2021-10-27
1399,New,张志平,Zhang Zhiping,45,中国-湖南-长沙,China -Hunan-Changsha,先生,https://res.hurun.cn/default/icon_men.jpg,博力威,Greenway,中国-广东-东莞,China-Guangdong-Dongguan,锂电池,Lithium Battery,夫妇,50.0,New,780.0,2021-10-27
1399,-172,章苏阳,Zhang Suyang,63,中国-上海,China-Shanghai,先生,https://res.hurun.cn/default/icon_men.jpg,火山石,Volcanics Venture,中国-上海-静安,China-Shanghai-Jing'an,投资,Venture investment,未知,50.0,11%,780.0,2021-10-27
1399,-519,赵东平,Zhao Dongping,45,,,先生,https://res.hurun.cn/default/icon_men.jpg,安克,Anker,中国-湖南-长沙,China-Hunan-Changsha,电子设备制造,Electronic equipment manufacturing,未知,50.0,-23%,780.0,2021-10-27
1399,New,郑保富,Zheng Baofu,42,,,先生,https://res.hurun.cn/default/icon_men.jpg,皓元医药,Haoyuan,中国-上海,China-Shanghai,生物医药,Pharmaceuticals,夫妇,50.0,New,780.0,2021-10-27
1399,-625,郑建明,Zheng Jianming,未知,中国-上海,China-Shanghai,先生,https://res.hurun.cn/default/icon_men.jpg,顺风清洁能源,Shunfeng PV,中国-香港,China-Hong Kong,太阳能、造船、房地产,"Solar, shipbuilding, real estate",未知,50.0,-33%,780.0,2021-10-27
1399,-222,郑伟鹤,Zheng Weihe,未知,中国-安徽-芜湖,China -Anhui - Wuhu,先生,https://res.hurun.cn/default/icon_men.jpg,同创伟业,Cowin,中国-广东-深圳,China-Guangdong-Shenzhen,投资,Investments,夫妇,50.0,4%,780.0,2021-10-27
1399,-222,钟晓晓,Zhong Xiaoxiao,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,农夫山泉,Nongfu Spring,中国-浙江-杭州,China-Zhejiang-Hangzhou,饮料,Drinks,未知,50.0,4%,780.0,2021-10-27
1399,New,周骏,Zhou Jun,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,景田,Ganten,中国-广东-深圳,China-Guangdong-Shenzhen,饮料,Food & Beverages,未知,50.0,New,780.0,2021-10-27
1399,-572,周夏耘,Zhou Xiayun,74,,,先生,https://res.hurun.cn/default/icon_men.jpg,亚夏,Yaxia,中国-安徽-芜湖,China-Anhui-Wuhu,汽车销售,Sales of cars,家族,50.0,-29%,780.0,2021-10-27
1399,-466,朱付云,Zhu Fuyun,46,,,先生,https://res.hurun.cn/default/icon_men.jpg,亿嘉和,Yijiahe ,中国-江苏-南京,China-Jiangsu-Nanjing,机器人,Robot,未知,50.0,-19%,780.0,2021-10-27
1399,112,祝恩福,Zhu Enfu,59,,,先生,https://res.hurun.cn/default/icon_men.jpg,凯美特气,Kaimeite Gases,中国-湖南-岳阳,China-Hunan-Yueyang,化工、液体二氧化氮,Chemical gases,夫妇,50.0,39%,780.0,2021-10-27
1466,New,陈成辉,Chen Chenghui,61,中国-福建-漳州,China -Fujian-Zhangzhou,先生,https://res.hurun.cn/default/icon_men.jpg,科华伟业,KEHUA DATA,中国-福建-厦门,China-Fujian-Xiamen,电力电子技术,Power Electronics,未知,49.0,New,760.0,2021-10-27
1466,70,陈茂春,Chen Maochun,69,中国-福建-宁德,China-Fujian-Ningde,先生,https://res.hurun.cn/default/icon_men.jpg,兴华财富,Xinghua Fortune,中国-河北-邯郸,China-Hebei-Yuan,钢铁,Steel,未知,49.0,40%,760.0,2021-10-27
1466,-751,邓晖,Deng Hui,59,,,先生,https://res.hurun.cn/default/icon_men.jpg,虹软科技,Arcsoft,中国-浙江-杭州,China-Zhejiang-Hangzhou,视觉技术,IT,未知,49.0,-41%,760.0,2021-10-27
1466,-144,冬瑞芹,Dong Ruiqin,59,中国-河北-唐山,China-Hebei-Tangshan,先生,https://res.hurun.cn/default/icon_men.jpg,瑞丰钢铁,Ruifeng steel,中国-河北-唐山,China-Hebei-Tangshan,钢铁,Steel,母子,49.0,17%,760.0,2021-10-27
1466,New,高强,Gao Qiang,48,,,先生,https://res.hurun.cn/default/icon_men.jpg,皓元医药,Haoyuan,中国-上海,China-Shanghai,生物医药,Pharmaceuticals,夫妇,49.0,New,760.0,2021-10-27
1466,-239,郭力,Guo Li,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,鼎晖,CDH,中国-北京,China-Beijing,投资,Investments,未知,49.0,9%,760.0,2021-10-27
1466,15,郭鹏,Guo Peng,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,普阳钢铁,Puyang Iron and steel,中国-河北-邯郸,China-Hebei-Yuan,钢铁,Steel,未知,49.0,32%,760.0,2021-10-27
1466,-289,计越,Ji Yue,48,,,先生,https://res.hurun.cn/default/icon_men.jpg,红杉,Sequoia,中国-北京,China-Beijing,投资,Investments,未知,49.0,2%,760.0,2021-10-27
1466,-514,刘圣慧,Liu Shenghui,50,,,女士,https://res.hurun.cn/default/icon_women.jpg,中国飞鹤,China Feihe,中国-北京,China-Beijing,乳业,Dairy,未知,49.0,-18%,760.0,2021-10-27
1466,New,邱家军,Qiu Jiajun,56,,,先生,https://res.hurun.cn/default/icon_men.jpg,国邦医药,Guobang Pharma,中国-浙江-绍兴,China-Zhejiang-Shaoxing,医药,Pharmaceuticals,夫妇,49.0,New,760.0,2021-10-27
1466,New,权秋红,Quan Qiuhong,51,中国-河南-洛阳,China -Henan-Loyang,先生,https://res.hurun.cn/default/icon_men.jpg,倍杰特,BGT,中国-北京,China-Beijing,环保,Environmental,家族,49.0,New,760.0,2021-10-27
1466,-353,汪力成,Wang Licheng,61,中国-浙江-杭州,China-Zhejiang-Hangzhou,先生,https://res.hurun.cn/default/icon_men.jpg,华立,Holley,中国-浙江-杭州,China-Zhejiang-Hangzhou,医药、投资,"Pharmaceutical, investments",未知,49.0,-4%,760.0,2021-10-27
